"Day ","Items ","Note ","Amount "
"28","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","5040"
"28","Retail","Revenue - Retail Sales Chicago - Mouthwash","5922"
"28","Retail","Revenue - Retail Sales Chicago - Body Wash  ","11004"
"28","Retail","Revenue - Retail Sales Chicago - Shampoo","6972"
"28","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"28","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"28","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"28","Rental Expense","Cash Payment - Rental - New York","-4020"
"28","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Washington, D.C.","-748"
"28","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"28","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-126"
"28","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"28","Rental Expense","Cash Payment - Rental - Miami","-1800"
"27","Wholesales (B2B)","Revenue - B2B SO ID: 3224","1628055"
"27","Human Resource Expense","Attended Training","-15000"
"27","Human Resource Expense","Counselled","-2000"
"27","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"27","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"27","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"27","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"27","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"27","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"27","Salary Expense","Cash Payment - Salary Expense","-26562"
"27","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3908","-178"
"27","Retail","Revenue - Retail Sales Detroit - Mouthwash","4700"
"27","Retail","Revenue - Retail Sales Detroit - Body Wash  ","12000"
"27","Retail","Revenue - Retail Sales Detroit - Shampoo","7150"
"27","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3500"
"27","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5500"
"27","Retail","Revenue - Retail Sales San Francisco - Shampoo","4850"
"27","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","19024"
"27","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","32248"
"27","Retail","Revenue - Retail Sales Los Angeles - Shampoo","11078"
"27","Retail","Revenue - Retail Sales New York - Mouthwash","37178"
"27","Retail","Revenue - Retail Sales New York - Body Wash  ","73776"
"27","Retail","Revenue - Retail Sales New York - Shampoo","28768"
"27","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","4368"
"27","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","5670"
"27","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4578"
"27","Retail","Revenue - Retail Sales Chicago - Mouthwash","6426"
"27","Retail","Revenue - Retail Sales Chicago - Body Wash  ","11466"
"27","Retail","Revenue - Retail Sales Chicago - Shampoo","6426"
"27","Services","Revenue - Service Sales Order ID: 2728","91800"
"27","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"27","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"27","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"27","Rental Expense","Cash Payment - Rental - New York","-4020"
"27","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Washington, D.C.","-748"
"27","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"27","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-168"
"27","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"27","Rental Expense","Cash Payment - Rental - Miami","-1800"
"26","Wholesales (B2B)","Revenue - B2B SO ID: 3093","611890"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"26","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"26","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"26","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"26","Salary Expense","Cash Payment - Salary Expense","-26526"
"26","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 339","-15000"
"26","Retail","Revenue - Retail Sales Detroit - Mouthwash","4700"
"26","Overdraft","Repayment","-625000"
"26","Retail","Revenue - Retail Sales Detroit - Body Wash  ","12000"
"26","Retail","Revenue - Retail Sales Detroit - Shampoo","7000"
"26","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3550"
"26","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5100"
"26","Retail","Revenue - Retail Sales San Francisco - Shampoo","5000"
"26","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","18096"
"26","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","32886"
"26","Retail","Revenue - Retail Sales Los Angeles - Shampoo","10962"
"26","Retail","Revenue - Retail Sales New York - Mouthwash","39092"
"26","Retail","Revenue - Retail Sales New York - Body Wash  ","73776"
"26","Retail","Revenue - Retail Sales New York - Shampoo","26854"
"26","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","4410"
"26","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","5502"
"26","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4662"
"26","Retail","Revenue - Retail Sales Chicago - Mouthwash","6090"
"26","Retail","Revenue - Retail Sales Chicago - Body Wash  ","11802"
"26","Retail","Revenue - Retail Sales Chicago - Shampoo","7014"
"26","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"26","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"26","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"26","Rental Expense","Cash Payment - Rental - New York","-4020"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Washington, D.C.","-952"
"26","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-252"
"26","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"26","Rental Expense","Cash Payment - Rental - Miami","-1800"
"25","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3421 ","-45000"
"25","Overdraft","","1250000"
"25","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3421 ","-137360"
"25","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3421 ","-57570"
"25","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3443 ","-75000"
"25","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3443 ","-85850"
"25","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3443 ","-95950"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"25","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"25","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"25","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"25","Salary Expense","Cash Payment - Salary Expense","-26508"
"25","Retail","Revenue - Retail Sales Detroit - Mouthwash","4750"
"25","Overdraft","Repayment","-625000"
"25","Retail","Revenue - Retail Sales Detroit - Body Wash  ","11300"
"25","Retail","Revenue - Retail Sales Detroit - Shampoo","6650"
"25","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3400"
"25","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5250"
"25","Retail","Revenue - Retail Sales San Francisco - Shampoo","4600"
"25","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","18444"
"25","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","31610"
"25","Retail","Revenue - Retail Sales Los Angeles - Shampoo","10440"
"25","Retail","Revenue - Retail Sales New York - Mouthwash","37178"
"25","Retail","Revenue - Retail Sales New York - Body Wash  ","73080"
"25","Retail","Revenue - Retail Sales New York - Shampoo","27666"
"25","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","4048"
"25","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","5547"
"25","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4816"
"25","Retail","Revenue - Retail Sales Chicago - Mouthwash","6048"
"25","Retail","Revenue - Retail Sales Chicago - Body Wash  ","10648"
"25","Retail","Revenue - Retail Sales Chicago - Shampoo","6450"
"25","Interest Expense ","Cash Payment - Interest - For Overdraft","-1027"
"25","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"25","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"25","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"25","Rental Expense","Cash Payment - Rental - New York","-4020"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Washington, D.C.","-952"
"25","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-336"
"25","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"25","Rental Expense","Cash Payment - Rental - Miami","-1800"
"24","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3112 ","-1216000"
"24","Overdraft","","1250000"
"24","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3578 ","-360000"
"24","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3596 ","-85000"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"24","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"24","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"24","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"24","Salary Expense","Cash Payment - Salary Expense","-26490"
"24","Retail","Revenue - Retail Sales Detroit - Mouthwash","5000"
"24","Overdraft","Repayment","-625000"
"24","Retail","Revenue - Retail Sales Detroit - Body Wash  ","11850"
"24","Retail","Revenue - Retail Sales Detroit - Shampoo","7200"
"24","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3500"
"24","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5350"
"24","Retail","Revenue - Retail Sales San Francisco - Shampoo","4550"
"24","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","18096"
"24","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","30392"
"24","Retail","Revenue - Retail Sales Los Angeles - Shampoo","10730"
"24","Retail","Revenue - Retail Sales New York - Mouthwash","37526"
"24","Retail","Revenue - Retail Sales New York - Body Wash  ","70818"
"24","Retail","Revenue - Retail Sales New York - Shampoo","28536"
"24","Overdraft","Repayment","-625000"
"24","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3724"
"24","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","5311"
"24","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4606"
"24","Retail","Revenue - Retail Sales Chicago - Mouthwash","5358"
"24","Retail","Revenue - Retail Sales Chicago - Body Wash  ","10290"
"24","Retail","Revenue - Retail Sales Chicago - Shampoo","6336"
"24","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"24","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"24","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"24","Rental Expense","Cash Payment - Rental - New York","-4020"
"24","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Washington, D.C.","-1020"
"24","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"24","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-420"
"24","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"24","Rental Expense","Cash Payment - Rental - Miami","-1800"
"23","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3099 ","-45000"
"23","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3099 ","-51000"
"23","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3099 ","-57000"
"23","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3442 ","-133440"
"23","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3442 ","-164160"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"23","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"23","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"23","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"23","Salary Expense","Cash Payment - Salary Expense","-26472"
"23","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 339","-15000"
"23","Retail","Revenue - Retail Sales Detroit - Mouthwash","4800"
"23","Retail","Revenue - Retail Sales Detroit - Body Wash  ","11300"
"23","Retail","Revenue - Retail Sales Detroit - Shampoo","7050"
"23","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3350"
"23","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5200"
"23","Retail","Revenue - Retail Sales San Francisco - Shampoo","4650"
"23","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","18908"
"23","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","30682"
"23","Retail","Revenue - Retail Sales Los Angeles - Shampoo","11020"
"23","Retail","Revenue - Retail Sales New York - Mouthwash","38686"
"23","Retail","Revenue - Retail Sales New York - Body Wash  ","70122"
"23","Retail","Revenue - Retail Sales New York - Shampoo","26274"
"23","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3773"
"23","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","5217"
"23","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4418"
"23","Retail","Revenue - Retail Sales Chicago - Mouthwash","5546"
"23","Retail","Revenue - Retail Sales Chicago - Body Wash  ","9702"
"23","Retail","Revenue - Retail Sales Chicago - Shampoo","6432"
"23","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"23","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"23","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"23","Rental Expense","Cash Payment - Rental - New York","-4020"
"23","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Washington, D.C.","-1088"
"23","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"23","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-504"
"23","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"23","Rental Expense","Cash Payment - Rental - Miami","-1800"
"22","Human Resource Expense","Counselled","-2000"
"22","Human Resource Expense","Attended Training","-15000"
"22","Human Resource Expense","Counselled","-2000"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"22","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"22","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"22","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"22","Salary Expense","Cash Payment - Salary Expense","-26472"
"22","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:3271","-1610"
"22","Retail","Revenue - Retail Sales Detroit - Mouthwash","4850"
"22","Retail","Revenue - Retail Sales Detroit - Body Wash  ","11350"
"22","Retail","Revenue - Retail Sales Detroit - Shampoo","6950"
"22","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3550"
"22","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5300"
"22","Retail","Revenue - Retail Sales San Francisco - Shampoo","4700"
"22","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","19314"
"22","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","32132"
"22","Retail","Revenue - Retail Sales Los Angeles - Shampoo","10730"
"22","Retail","Revenue - Retail Sales New York - Mouthwash","38396"
"22","Retail","Revenue - Retail Sales New York - Body Wash  ","77488"
"22","Retail","Revenue - Retail Sales New York - Shampoo","27492"
"22","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3724"
"22","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","4888"
"22","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4606"
"22","Retail","Revenue - Retail Sales Chicago - Mouthwash","5640"
"22","Retail","Revenue - Retail Sales Chicago - Body Wash  ","10535"
"22","Retail","Revenue - Retail Sales Chicago - Shampoo","6384"
"22","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"22","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"22","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"22","Rental Expense","Cash Payment - Rental - New York","-4020"
"22","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Washington, D.C.","-1088"
"22","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"22","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-546"
"22","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"22","Rental Expense","Cash Payment - Rental - Miami","-1800"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2951 ","-45000"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2951 ","-51000"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2951 ","-57000"
"21","Human Resource Expense","Counselled","-2000"
"21","Human Resource Expense","Staff Dismiss","-19000"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"21","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"21","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"21","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"21","Salary Expense","Cash Payment - Salary Expense","-25968"
"21","Retail","Revenue - Retail Sales Detroit - Mouthwash","4700"
"21","Retail","Revenue - Retail Sales Detroit - Body Wash  ","10800"
"21","Retail","Revenue - Retail Sales Detroit - Shampoo","7350"
"21","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3550"
"21","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5350"
"21","Retail","Revenue - Retail Sales San Francisco - Shampoo","4950"
"21","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","19082"
"21","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","31726"
"21","Retail","Revenue - Retail Sales Los Angeles - Shampoo","11542"
"21","Retail","Revenue - Retail Sales New York - Mouthwash","38396"
"21","Retail","Revenue - Retail Sales New York - Body Wash  ","70818"
"21","Retail","Revenue - Retail Sales New York - Shampoo","28594"
"21","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3724"
"21","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","5170"
"21","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4230"
"21","Retail","Revenue - Retail Sales Chicago - Mouthwash","5734"
"21","Retail","Revenue - Retail Sales Chicago - Body Wash  ","10535"
"21","Retail","Revenue - Retail Sales Chicago - Shampoo","6240"
"21","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"21","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"21","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"21","Rental Expense","Cash Payment - Rental - New York","-4020"
"21","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Washington, D.C.","-1224"
"21","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"21","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-588"
"21","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"21","Rental Expense","Cash Payment - Rental - Miami","-1800"
"20","Wholesales (B2B)","Revenue - B2B SO ID: 2103","830330"
"20","Human Resource Expense","Counselled","-2000"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"20","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"20","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"20","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"20","Salary Expense","Cash Payment - Salary Expense","-25724"
"20","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 339","-15000"
"20","Retail","Revenue - Retail Sales Detroit - Mouthwash","4600"
"20","Retail","Revenue - Retail Sales Detroit - Body Wash  ","10550"
"20","Retail","Revenue - Retail Sales Detroit - Shampoo","6450"
"20","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3550"
"20","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5100"
"20","Retail","Revenue - Retail Sales San Francisco - Shampoo","4800"
"20","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","16762"
"20","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","30102"
"20","Retail","Revenue - Retail Sales Los Angeles - Shampoo","9686"
"20","Retail","Revenue - Retail Sales New York - Mouthwash","35554"
"20","Retail","Revenue - Retail Sales New York - Body Wash  ","73834"
"20","Retail","Revenue - Retail Sales New York - Shampoo","26738"
"20","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3773"
"20","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","4935"
"20","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4653"
"20","Retail","Revenue - Retail Sales Chicago - Mouthwash","5875"
"20","Retail","Revenue - Retail Sales Chicago - Body Wash  ","10633"
"20","Retail","Revenue - Retail Sales Chicago - Shampoo","5952"
"20","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"20","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"20","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"20","Rental Expense","Cash Payment - Rental - New York","-4020"
"20","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Washington, D.C.","-1292"
"20","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"20","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-672"
"20","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"20","Rental Expense","Cash Payment - Rental - Miami","-1800"
"19","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2409 ","-75000"
"19","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2409 ","-85850"
"19","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2409 ","-95000"
"19","Human Resource Expense","Counselled","-2000"
"19","Human Resource Expense","Counselled","-2000"
"19","Human Resource Expense","Counselled","-2000"
"19","Human Resource Expense","Counselled","-2000"
"19","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"19","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"19","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"19","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"19","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"19","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"19","Salary Expense","Cash Payment - Salary Expense","-25688"
"19","Retail","Revenue - Retail Sales Detroit - Mouthwash","4600"
"19","Retail","Revenue - Retail Sales Detroit - Body Wash  ","11550"
"19","Retail","Revenue - Retail Sales Detroit - Shampoo","6250"
"19","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3500"
"19","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5500"
"19","Retail","Revenue - Retail Sales San Francisco - Shampoo","4500"
"19","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","17980"
"19","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","32190"
"19","Retail","Revenue - Retail Sales Los Angeles - Shampoo","10614"
"19","Retail","Revenue - Retail Sales New York - Mouthwash","35902"
"19","Retail","Revenue - Retail Sales New York - Body Wash  ","74588"
"19","Retail","Revenue - Retail Sales New York - Shampoo","27550"
"19","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3300"
"19","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","4510"
"19","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","3960"
"19","Retail","Revenue - Retail Sales Chicago - Mouthwash","4840"
"19","Retail","Revenue - Retail Sales Chicago - Body Wash  ","9185"
"19","Retail","Revenue - Retail Sales Chicago - Shampoo","5335"
"19","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"19","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"19","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"19","Rental Expense","Cash Payment - Rental - New York","-4020"
"19","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Washington, D.C.","-1292"
"19","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"19","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-756"
"19","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"19","Rental Expense","Cash Payment - Rental - Miami","-1800"
"18","Human Resource Expense","Counselled","-2000"
"18","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"18","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"18","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"18","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"18","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"18","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"18","Salary Expense","Cash Payment - Salary Expense","-25688"
"18","Retail","Revenue - Retail Sales Detroit - Mouthwash","4750"
"18","Retail","Revenue - Retail Sales Detroit - Body Wash  ","10550"
"18","Retail","Revenue - Retail Sales Detroit - Shampoo","6850"
"18","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3450"
"18","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","5100"
"18","Retail","Revenue - Retail Sales San Francisco - Shampoo","4900"
"18","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","17284"
"18","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","30624"
"18","Retail","Revenue - Retail Sales Los Angeles - Shampoo","10672"
"18","Retail","Revenue - Retail Sales New York - Mouthwash","38512"
"18","Retail","Revenue - Retail Sales New York - Body Wash  ","71688"
"18","Retail","Revenue - Retail Sales New York - Shampoo","27318"
"18","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2900"
"18","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","3944"
"18","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","3596"
"18","Retail","Revenue - Retail Sales Chicago - Mouthwash","4466"
"18","Retail","Revenue - Retail Sales Chicago - Body Wash  ","8468"
"18","Retail","Revenue - Retail Sales Chicago - Shampoo","5278"
"18","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"18","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"18","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
